Query,Clicks,Conversions,Avg_Position,Quality_Score,Avg_CPC,Spend,Revenue_Per_Conversion,Revenue,CPA,ROAS,CVR
premium startup credit card,113,9,7.28,10,40.62,4590.0599999999995,9656,86904,510.0066666666666,18.93308584201514,0.07964601769911504
instant approval american express travel card,361,38,6.47,9,15.23,5498.03,4996,189848,144.685,34.53018626671735,0.10526315789473684
for ecommerce commercial credit card,164,20,7.99,3,34.32,5628.4800000000005,6620,132400,281.42400000000004,23.523224742736936,0.12195121951219512
instant approval cashback credit card,229,30,9.23,9,42.35,9698.15,5984,179520,323.27166666666665,18.510746895026372,0.13100436681222707
instant approval hotel rewards card,475,41,7.85,3,37.56,17841.0,4209,172569,435.1463414634146,9.67260803766605,0.0863157894736842
apply for startup loan,382,18,4.79,4,36.86,14080.52,8118,146124,782.2511111111112,10.377741731129248,0.04712041884816754
2026 corporate credit card,162,13,2.59,3,25.96,4205.52,4034,52442,323.5015384615385,12.469801594095378,0.08024691358024691
with cashback corporate travel card,408,26,7.42,5,45.5,18564.0,5421,140946,714.0,7.592436974789916,0.06372549019607843
instant approval expense management card,380,15,3.22,4,19.1,7258.000000000001,8409,126135,483.86666666666673,17.37875447781758,0.039473684210526314
2026 airline rewards card,249,20,8.04,9,45.79,11401.71,8243,164860,570.0854999999999,14.459234623578395,0.08032128514056225
2026 american express travel card,36,0,4.05,2,6.66,239.76,2096,0,239.76,0.0,0.0
compare cashback credit card,280,26,2.41,10,32.0,8960.0,9977,259402,344.61538461538464,28.951116071428572,0.09285714285714286
with airport lounge access small business loan,167,20,3.29,8,33.02,5514.34,1124,22480,275.717,4.076643805060987,0.11976047904191617
instant approval cash rewards card,212,31,3.4,3,16.82,3565.84,8316,257796,115.02709677419355,72.29600879456173,0.14622641509433962
cheap company credit card,196,27,4.41,9,38.94,7632.24,3999,107973,282.67555555555555,14.146960787396623,0.1377551020408163
for travel american express business card,438,9,3.32,2,13.64,5974.320000000001,3360,30240,663.8133333333334,5.061663921584381,0.02054794520547945
apply for small business loan,190,6,3.03,7,23.59,4482.1,5912,35472,747.0166666666668,7.914147386269828,0.031578947368421054
premium commercial credit card,87,2,4.53,6,45.47,3955.89,8803,17606,1977.945,4.450578757245525,0.022988505747126436
for startups american express travel card,310,27,8.81,8,22.74,7049.4,8813,237951,261.0888888888889,33.75478764150141,0.08709677419354839
low fee cashback business card,357,5,1.63,3,42.18,15058.26,4845,24225,3011.652,1.6087516087516087,0.014005602240896359
with cashback business financing,209,29,3.67,6,9.45,1975.05,8410,243890,68.1051724137931,123.48548138021823,0.13875598086124402
high limit cashback business card,454,8,6.06,2,10.15,4608.1,2053,16424,576.0125,3.5641587639157133,0.01762114537444934
top business financing,276,17,8.87,10,13.01,3590.7599999999998,6430,109310,211.22117647058823,30.44202341565574,0.06159420289855073
2026 amex rewards card,87,11,3.56,10,12.42,1080.54,1010,11110,98.2309090909091,10.281896088992541,0.12643678160919541
best airline rewards card,188,26,4.14,7,49.03,9217.64,6656,173056,354.52461538461534,18.774436840666375,0.13829787234042554
with rewards expense tracking software,120,9,8.18,3,10.03,1203.6,4954,44586,133.73333333333332,37.043868394815554,0.075
for startups cashback credit card,223,17,4.35,5,11.73,2615.79,2112,35904,153.87,13.725872489764086,0.07623318385650224
best travel rewards card,482,47,8.66,3,12.67,6106.94,1647,77409,129.93489361702126,12.675578931510708,0.0975103734439834
compare cashback credit card,211,14,5.1,10,31.93,6737.23,8129,113806,481.23071428571427,16.892105509237478,0.06635071090047394
for freelancers startup credit card,237,13,6.12,1,27.17,6439.29,3917,50921,495.33,7.907859406860073,0.05485232067510549
with airport lounge access commercial credit card,432,49,6.05,1,37.55,16221.599999999999,5083,249067,331.05306122448974,15.354034127336393,0.11342592592592593
for small business business financing,33,3,2.07,10,20.43,674.1899999999999,4157,12471,224.73,18.497752858986342,0.09090909090909091
for small business business financing,143,11,4.19,4,6.84,978.12,6780,74580,88.92,76.24831309041835,0.07692307692307693
with airport lounge access corporate expense card,42,1,3.17,5,20.57,863.94,7829,7829,863.94,9.061971896196495,0.023809523809523808
apply for spend management platform,415,8,7.15,1,39.83,16529.45,9329,74632,2066.18125,4.515092758682231,0.01927710843373494
for travel airline rewards card,325,26,9.4,10,41.65,13536.25,1858,48308,520.625,3.568787515006002,0.08
instant approval working capital loan,413,39,2.91,3,37.11,15326.43,7416,289224,392.98538461538465,18.870930803846687,0.09443099273607748
for startups company credit card,20,2,1.82,3,23.18,463.6,8804,17608,231.8,37.98101811906816,0.1
with airport lounge access expense tracking software,124,16,5.56,2,32.47,4026.2799999999997,8880,142080,251.64249999999998,35.28815680975988,0.12903225806451613
high limit cashback business card,300,37,4.52,6,11.45,3435.0,6897,255189,92.83783783783784,74.29082969432315,0.12333333333333334
with cashback cashback credit card,428,12,1.32,2,16.33,6989.239999999999,9906,118872,582.4366666666666,17.007857792835846,0.028037383177570093
best cashback credit card,74,8,9.29,4,16.11,1192.1399999999999,5814,46512,149.01749999999998,39.01555186471388,0.10810810810810811
for startups startup credit card,371,38,9.46,5,8.39,3112.69,8105,307990,81.9128947368421,98.94657032984331,0.10242587601078167
for ecommerce business cashback card,355,44,8.65,3,47.28,16784.4,2226,97944,381.4636363636364,5.835418602988489,0.12394366197183099
for startups amex corporate card,215,27,3.52,1,24.42,5250.3,4685,126495,194.45555555555555,24.092908976629907,0.12558139534883722
best corporate expense card,442,25,2.1,1,44.33,19593.86,4524,113100,783.7544,5.772216398402357,0.05656108597285068
for freelancers amex corporate card,75,3,6.33,1,14.98,1123.5,6421,19263,374.5,17.145527369826436,0.04
for employees commercial credit card,439,38,3.53,6,39.55,17362.449999999997,9431,358378,456.90657894736836,20.640980967547787,0.08656036446469248
best corporate travel card,142,7,2.82,4,41.18,5847.56,2581,18067,835.3657142857144,3.0896647490577265,0.04929577464788732
top startup loan,176,10,6.77,6,5.21,916.96,8025,80250,91.696,87.51744896178677,0.056818181818181816
top travel rewards card,88,1,7.75,1,6.53,574.64,6249,6249,574.64,10.874634553807601,0.011363636363636364
for ecommerce travel rewards card,478,71,5.75,5,46.45,22203.100000000002,6467,459157,312.71971830985916,20.67986001954682,0.14853556485355648
low fee amex corporate card,230,12,3.88,1,30.6,7038.0,8800,105600,586.5,15.004262574595055,0.05217391304347826
2026 amex rewards card,444,52,5.61,4,17.8,7903.200000000001,7652,397904,151.9846153846154,50.34720113371798,0.11711711711711711
with airport lounge access startup loan,414,61,6.4,9,13.37,5535.179999999999,6687,407907,90.74065573770491,73.69353842151476,0.1473429951690821
with airport lounge access business credit card,175,25,1.47,6,41.8,7314.999999999999,4120,103000,292.59999999999997,14.080656185919345,0.14285714285714285
for freelancers corporate travel card,429,42,4.99,4,13.71,5881.59,2532,106344,140.03785714285715,18.080825083013266,0.0979020979020979
for employees business financing,279,23,6.38,10,42.97,11988.63,3397,78131,521.2447826086956,6.517091610968059,0.08243727598566308
compare business cashback card,426,22,2.17,7,33.0,14058.0,8834,194348,639.0,13.824726134585289,0.051643192488262914
with airport lounge access business credit card,32,4,5.04,10,34.71,1110.72,4851,19404,277.68,17.469749351771824,0.125
high limit american express travel card,81,4,4.12,10,24.69,1999.89,8171,32684,499.9725,16.34289885943727,0.04938271604938271
top cashback credit card,221,5,8.81,1,6.62,1463.02,5787,28935,292.604,19.77758335497806,0.02262443438914027
apply for business cashback card,175,8,5.4,1,29.96,5243.0,5920,47360,655.375,9.032996376120542,0.045714285714285714
2026 spend management platform,312,16,4.84,5,37.12,11581.439999999999,4830,77280,723.8399999999999,6.672745358090187,0.05128205128205128
cheap business cashback card,73,8,3.19,7,5.14,375.21999999999997,2329,18632,46.902499999999996,49.6562016950056,0.1095890410958904
for freelancers spend management platform,239,8,9.62,9,6.17,1474.6299999999999,5375,43000,184.32874999999999,29.159857048886842,0.03347280334728033
for startups american express business card,440,23,9.65,9,45.82,20160.8,9099,209277,876.5565217391304,10.380391651124956,0.05227272727272727
premium american express travel card,266,5,4.3,10,35.62,9474.92,7928,39640,1894.984,4.183676484867418,0.018796992481203006
high limit corporate expense card,307,39,9.36,8,40.58,12458.06,7709,300651,319.4374358974359,24.133051213431305,0.1270358306188925
compare business financing,333,37,6.57,2,6.19,2061.27,1054,38998,55.71,18.91940405672231,0.1111111111111111
with rewards business financing,471,33,8.03,1,23.03,10847.130000000001,1363,44979,328.70090909090914,4.146626803587677,0.07006369426751592
for travel cashback credit card,223,15,1.81,3,38.62,8612.26,4005,60075,574.1506666666667,6.975520943399293,0.06726457399103139
instant approval working capital loan,213,7,1.19,1,9.12,1942.56,1954,13678,277.50857142857143,7.041223951898526,0.03286384976525822
for small business corporate expense card,34,2,5.63,1,13.48,458.32,1901,3802,229.16,8.295514051317857,0.058823529411764705
for small business company credit card,125,17,1.68,8,27.9,3487.5,4487,76279,205.14705882352942,21.872114695340503,0.136
low fee small business loan,377,11,9.03,3,45.2,17040.4,8809,96899,1549.1272727272728,5.6864275486490925,0.029177718832891247
apply for expense tracking software,194,22,8.38,2,19.8,3841.2000000000003,1634,35948,174.60000000000002,9.358533791523481,0.1134020618556701
2026 cash rewards card,189,3,7.43,6,42.25,7985.25,9847,29541,2661.75,3.699445853292007,0.015873015873015872
premium expense tracking software,400,21,1.28,1,5.41,2164.0,2388,50148,103.04761904761905,23.173752310536045,0.0525
for small business company credit card,400,51,5.13,2,13.19,5276.0,7838,399738,103.45098039215686,75.76535253980288,0.1275
with airport lounge access expense tracking software,449,32,1.7,4,18.06,8108.94,9571,306272,253.404375,37.76967149837093,0.07126948775055679
for employees business credit card,432,46,9.36,7,36.91,15945.119999999999,1090,50140,346.63304347826084,3.144535757648735,0.10648148148148148
for ecommerce corporate credit card,463,11,6.51,2,31.07,14385.41,5163,56793,1307.7645454545454,3.9479583828337184,0.023758099352051837
with rewards airline rewards card,92,9,2.41,4,16.9,1554.8,2179,19611,172.75555555555556,12.613197838950347,0.09782608695652174
premium airline rewards card,248,30,6.05,4,31.17,7730.160000000001,8759,262770,257.672,33.99282809152721,0.12096774193548387
best american express business card,451,55,2.07,8,45.04,20313.04,5361,294855,369.32800000000003,14.515552571156261,0.12195121951219512
with airport lounge access amex rewards card,160,11,2.31,7,26.12,4179.2,4324,47564,379.92727272727274,11.38112557427259,0.06875
for travel employee expense card,261,35,1.73,7,36.32,9479.52,5796,202860,270.8434285714286,21.399817712289227,0.13409961685823754
low fee cashback business card,127,11,8.85,9,20.55,2609.85,8906,97966,237.2590909090909,37.537023200567084,0.08661417322834646
with rewards corporate travel card,147,18,5.91,3,37.07,5449.29,4779,86022,302.73833333333334,15.785909724019092,0.12244897959183673
premium commercial credit card,373,14,3.95,3,44.02,16419.460000000003,3874,54236,1172.8185714285717,3.303153696893807,0.03753351206434316
best cash rewards card,465,18,1.01,10,30.5,14182.5,4235,76230,787.9166666666666,5.374933897408779,0.03870967741935484
cheap corporate travel card,173,20,5.25,9,22.38,3871.74,7882,157640,193.587,40.715543915655495,0.11560693641618497
for ecommerce startup credit card,464,46,5.61,2,38.94,18068.16,9998,459908,392.78608695652173,25.45405840993217,0.09913793103448276
for ecommerce commercial credit card,384,40,4.03,3,48.03,18443.52,2060,82400,461.088,4.4676938024845585,0.10416666666666667
best small business loan,140,6,5.36,9,8.07,1129.8,7100,42600,188.29999999999998,37.705788635156665,0.04285714285714286
with airport lounge access hotel rewards card,81,5,1.91,10,28.24,2287.44,6888,34440,457.488,15.056132619871997,0.06172839506172839
with rewards corporate credit card,342,15,9.3,6,13.19,4510.98,4874,73110,300.73199999999997,16.207121290717318,0.043859649122807015
top corporate expense card,488,9,3.33,5,17.33,8457.039999999999,6359,57231,939.671111111111,6.767261358584092,0.018442622950819672
premium employee expense card,406,15,9.54,9,33.63,13653.78,6216,93240,910.2520000000001,6.828878156818112,0.03694581280788178
2026 hotel rewards card,483,72,5.44,7,48.19,23275.77,6553,471816,323.27458333333334,20.27069351518768,0.14906832298136646
for freelancers company credit card,185,7,8.71,2,43.39,8027.150000000001,3654,25578,1146.7357142857143,3.186436032713977,0.03783783783783784
premium expense tracking software,121,3,6.19,10,16.59,2007.3899999999999,8224,24672,669.13,12.290586283681797,0.024793388429752067
premium employee expense card,75,8,8.6,9,6.09,456.75,9837,78696,57.09375,172.29556650246306,0.10666666666666667
instant approval cashback business card,140,13,1.09,6,31.97,4475.8,2218,28834,344.2923076923077,6.442200277045444,0.09285714285714286
for freelancers corporate expense card,72,8,2.68,3,29.02,2089.44,6524,52192,261.18,24.97894172601271,0.1111111111111111
with airport lounge access startup loan,24,2,4.19,1,25.71,617.04,4470,8940,308.52,14.488525865422016,0.08333333333333333
for small business employee expense card,139,5,3.67,4,26.39,3668.21,6881,34405,733.642,9.379234013319849,0.03597122302158273
compare business financing,454,36,9.52,8,31.63,14360.02,2641,95076,398.88944444444445,6.620882143618184,0.07929515418502203
2026 amex corporate card,452,15,4.55,5,22.87,10337.24,8758,131370,689.1493333333333,12.70842120333861,0.033185840707964605
for ecommerce small business credit card,154,7,9.75,5,12.71,1957.3400000000001,8345,58415,279.62,29.84407410056505,0.045454545454545456
for freelancers business cashback card,495,73,6.86,2,16.66,8246.7,3756,274188,112.96849315068494,33.248208374258795,0.14747474747474748
with rewards american express business card,276,30,8.52,4,7.87,2172.12,5648,169440,72.404,78.00673995911828,0.10869565217391304
for employees hotel rewards card,270,32,4.54,4,7.52,2030.3999999999999,1277,40864,63.449999999999996,20.12608353033885,0.11851851851851852
for ecommerce travel rewards card,335,4,2.71,9,44.03,14750.050000000001,7392,29568,3687.5125000000003,2.0046033742258498,0.011940298507462687
with rewards corporate expense card,332,21,1.45,7,10.64,3532.48,1602,33642,168.21333333333334,9.523620798985416,0.06325301204819277
with cashback expense tracking software,288,25,6.91,7,8.1,2332.7999999999997,7604,190100,93.31199999999998,81.49005486968451,0.08680555555555555
low fee startup credit card,105,3,9.75,9,42.19,4429.95,8925,26775,1476.6499999999999,6.044086276368808,0.02857142857142857
low fee cashback business card,72,9,2.06,9,47.91,3449.5199999999995,1957,17613,383.28,5.105927781256523,0.125
